athlete,sport,substance_reason,sanction_terms,sanction_date,support_personnel,multiple_sports,paralympic
"denney phillips, jessica",cycling,non-analytical: use (iv),14 month suspension - loss of results,2016-08-24,FALSE,TRUE,FALSE
"denney phillips, jessica",weightlifting,non-analytical: use (iv),14 month suspension - loss of results,2016-08-24,FALSE,TRUE,FALSE
"ives, kevin",bobsled,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2014-07-08,FALSE,TRUE,FALSE
"ives, kevin",skeleton,non-analytical: 3 whereabouts failures,1-year suspension - loss of results,2014-07-08,FALSE,TRUE,FALSE
"teeple, sloan",cycling,androgenic anabolic steroid,18-month suspension - loss of results,2013-06-28,FALSE,TRUE,FALSE
"teeple, sloan",triathlon,androgenic anabolic steroid,18-month suspension - loss of results,2013-06-28,FALSE,TRUE,FALSE
"flanagan, tyler",skiing,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results; sanction tolled,2013-05-09,FALSE,TRUE,FALSE
"flanagan, tyler",snowboarding,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results; sanction tolled,2013-05-09,FALSE,TRUE,FALSE
"bascio, monica",paralympic nordic skiing,tuaminoheptane,3-month suspension - loss of results,2012-08-15,FALSE,TRUE,TRUE
"bascio, monica",paralympic cycling,tuaminoheptane,3-month suspension - loss of results,2012-08-15,FALSE,TRUE,TRUE
"madsen, angela",paralympic track & field,fentanyl,public warning - loss of results,2012-06-22,FALSE,TRUE,TRUE
"madsen, angela",paralympic rowing,fentanyl,public warning - loss of results,2012-06-22,FALSE,TRUE,TRUE
"dodson, amy",paralympic track & field,oxilofrine,6-month suspension - loss of results,2011-07-22,FALSE,TRUE,TRUE
"dodson, amy",paralympic triathlon,oxilofrine,6-month suspension - loss of results,2011-07-22,FALSE,TRUE,TRUE
"jones, randy",bobsled,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-04-26,FALSE,TRUE,FALSE
"jones, randy",skeleton,non-analytical: refusal to submit to sample collection,2-year suspension - loss of results,2010-04-26,FALSE,TRUE,FALSE
"hamilton, tyler",cycling,blood transfusion,2-year suspension - loss of results,2006-02-11,FALSE,TRUE,FALSE
"hamilton, tyler",triathlon,blood transfusion,2-year suspension - loss of results,2006-02-11,FALSE,TRUE,FALSE
"bailey, ryan",bobsled,"1,3-dimethylbutylamine (dmba)",2-year suspension with 161 day credit - loss of results,2017-12-01,FALSE,TRUE,FALSE
"bailey, ryan",skeleton,"1,3-dimethylbutylamine (dmba)",2-year suspension with 161 day credit - loss of results,2017-12-01,FALSE,TRUE,FALSE
"bailey, ryan",track & field,"1,3-dimethylbutylamine (dmba)",2-year suspension with 161 day credit - loss of results,2017-12-01,FALSE,TRUE,FALSE
